"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"SYN9IBUI","conferencePaper","2025","RS, Ramya; Narayankar, Karuna","FaceTrace: Leveraging Motion Patterns for Deepfake Video Authentication","2025 2nd Asia Pacific Conference on Innovation in Technology (APCIT)","","","10.1109/APCIT65661.2025.11410621","","This paper presents a deep learning system for deepfake video detection based on a hybrid spatio-temporal model that integrates ResNeXt-50 and Long Short-Term Memory (LSTM) networks. Spatial features are extracted from face regions by a pretrained ResNeXt-50 CNN, while temporal evolution between video frames is modelled by LSTM layers. The system features a web-based interface built with Flask to enable the user to upload videos and dynamically manage the frame sampling rate. The system analyses input videos by cropping and detecting faces, extracting frames, and classifying content as Real or Fake based on temporal face inconsistencies. Prediction confidence scores are produced, and outputs are visualized in frame-wise bounding boxes and heatmaps. Experimental results demonstrate the model's high accuracy of 98.5% and confidence for real-time deepfake detection. This approach demonstrates the effectiveness of combining convolutional and recurrent neural networks for tackling video-based forgery detection tasks.","2025-09","2026-03-17 12:27:21","2026-03-17 12:27:21","","1-4","","","","","","","","","","","","","","","","","","","","","","","","Accuracy; Deepfake Detection; Deepfakes; Face recognition; Face Recognition; Feature extraction; Flask Interface; Forgery; Heating systems; Long Short Term; Long short term memory; Real-time systems; Recurrent neural networks; Spatio-Temporal Learning; Visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L8XCMJCU","conferencePaper","2025","Mangalampalli, Swapnil Mohan; Mistry, Meetkumar Jitendrakumar; Pal, Aditya Manoj; Pereira, Janisa","A CNN Algorithm Based DeepFake Detection System","2025 12th International Conference on Computing for Sustainable Global Development (INDIACom)","","","10.23919/INDIACom66777.2025.11115232","","DeepFake is a technology that has garnered significant attention in the modern world and is often used for unlawful and immoral practices. The consequences and aftereffects of generation and publication of deepfakes in the public domain can tamper the social image of organizations or individuals. The objective of this study is to find a solution to this upcoming societal horror which can ruin lives and stigmatize the affected individuals. This project mainly concentrated on the development of a DeepFake Detection model that leverages a custom Convolutional Neural Network (CNN) to identify facemanipulated images or video content by extracting frames from images or videos. The model achieved high accuracy in demonstration of effectiveness of custom CNN architecture in identification of subtle facial inconsistencies and performed robustly across the dataset which highlighted the capability for generalization and detection of face-manipulated content in images and videos, alike. In essence, this CNN model stands out as a comprehensive solution not only addressing and amending the challenges faced by current systems but also enables people to be alert. This research serves as a foundational step towards the development of robust and scalable solutions to effectively counter DeepFake technology.","2025-04","2026-03-17 12:27:21","2026-03-17 12:27:21","","1-6","","","","","","","","","","","","","","","","","","","","","","","","Accuracy; Classification algorithms; Computer architecture; Convolutional Neural Network; Convolutional neural networks; DeepFake Detection; Deepfakes; face manipulation; Faces; Feature extraction; frame extraction; Organizations; video classification; visual features; Visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HLWWLQBD","conferencePaper","2025","S, Shruthi.; R, Manjunath","Detection of Deepfake Videos Created Through Face Swapping Techniques","2025 IEEE 2nd International Conference on Information Technology, Electronics and Intelligent Communication Systems (ICITEICS)","","","10.1109/ICITEICS64870.2025.11341147","","The increasing prevalence of deepfake technology particularly its ability to alter facial identities in videos and images using artificial intelligence—has raised serious concerns about the reliability of visual content, especially in journalism and media reporting. This project aims to build an advanced deep learning system capable of detecting face-based deepfake manipulations specifically for use in news forensics. The proposed solution leverages Convolutional Neural Networks (CNNs) to analyse facial patterns and identify irregularities indicative of tampered or synthetically generated content. Using datasets such as FaceForensics++, the model will be trained to recognize both authentic and manipulated videos, with a focus on overcoming challenges such as video compression and adversarial inputs that often escape detection by traditional methods. Ethical concerns, including user privacy and responsible implementation, will be addressed to ensure the technology is used in a socially responsible manner. Furthermore, the system will incorporate advanced preprocessing techniques, data augmentation strategies, and adversarial training to improve robustness and generalization. In addition to enhancing detection performance, the project also aims to raise awareness about the dangers of deepfake technology in the news industry and support efforts to safeguard digital media integrity.","2025-08","2026-03-17 12:27:21","2026-03-17 12:27:21","","1-9","","","","","","","","","","","","","","","","","","","","","","","","Auditory media; Deep learning; Deepfake; Deepfake detection; Deepfakes; Face recognition; Media; Real-time systems; Robustness; Social networking (online); Textual media; Training; Video compression; Visual media; Visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3JP3CUTL","conferencePaper","2025","Kashyap, Aryan; Mehak; Sarkar, Sobhan; Pramanik, Anima","Lightweight Deepfake Detection for Real-World Augmented Images in Social Media","2025 20th International Joint Symposium on Artificial Intelligence and Natural Language Processing (iSAI-NLP)","","","10.1109/iSAI-NLP66160.2025.11320721","","Deepfake detection continues to face significant challenges when dealing with unfamiliar identities, emerging manipulation techniques, and degraded visual quality, which become even more critical in real-world scenarios such as social media, where images and videos are frequently compressed and distorted by noise. Existing methods rely heavily on large labeled datasets but still struggle to generalize effectively across unseen domains. To address this, we propose a lightweight deepfake detection framework specifically designed for augmented images common on social media and optimized for real-time use on edge devices. Our approach integrates global facial representations with localized texture cues through a dual-stream network model, enabling robustness under distortions while maintaining low computational overhead. We systematically evaluate the framework under varying levels of augmentation, including compression, noise, and blurring, and benchmark it against state-of-the-art detectors. Results demonstrate that our model achieves competitive accuracy with significantly reduced complexity, while GradCAM visualizations across different augmentation conditions provide interpretability by revealing how distortions affect the model's attention toward manipulated regions, thereby offering actionable insights for improving robustness.","2025-11","2026-03-17 12:27:21","2026-03-17 12:27:21","","1-6","","","","","","","","","","","","","","","","","","","","","","","","Benchmark testing; Computational modeling; data augmentation; Data models; Deepfake detection; Deepfakes; Distortion; dual-stream models; Grad-CAM; Image coding; Image edge detection; lightweight networks; model benchmarking; Noise; robustness; Robustness; Social networking (online)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MWVIAD7W","conferencePaper","2025","S, Suhasini T; Sharma, Manisha; Mishra, Deviprasad","A Survey on Deepfake Detection Techniques for Watermarking and Digital Forensics Using Deep Learning","2025 International Conference on Intelligent and Secure Engineering Solutions (CISES)","","","10.1109/CISES66934.2025.11265509","","The rapid development of deepfake technology has introduced new challenges to content authenticity, especially in legal and forensic domains where the integrity of digital media is paramount. Deep fakes have further complicated watermarking efforts, making it difficult to assert media ownership or validate tamper resistance. This survey aims to examine and categorize existing deepfake detection techniques from a deep learning perspective, with an emphasis on their integration into digital watermarking and forensic applications. A comprehensive literature review is conducted to explore deep learning-based detection methods such as CNNs, RNNs, attention mechanisms, and facial geometry models. The study also investigates how these techniques can support robust watermarking strategies and forensic traceability. The review reveals that hybrid architectures such as ResNet-Swish-BiLSTM and spatiotemporal attention networks achieve high accuracy in detecting manipulated media. Additionally, deep learning is shown to enhance the effectiveness of watermarking and forensic workflows by enabling tamper detection, content attribution, and source verification. Deep learning-driven deepfake detection offers promising solutions not only for real-time content authentication but also for long-term forensic verification and digital watermarking. Future work should focus on building integrated frameworks that combine detection, provenance tracking, and legal admissibility.","2025-08","2026-03-17 12:27:21","2026-03-17 12:27:21","","446-453","","","","","","","","","","","","","","","","","","","","","","","","Accuracy; Authentication; Deep learning; Deep Learning; Deepfake Detection; Deepfakes; Digital forensics; Digital Watermarking; Media; Media Integrity; Multimedia Forensics; Real-time systems; Robustness; Surveys; Watermarking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6J7BHYTK","conferencePaper","2025","Supriya Kulkarni, P; Pradeep Kumar, N S","Empirical Research on Facial Deepfake Detection: Taxonomy, Challenges, and Future Directions","2025 5th International Conference on Mobile Networks and Wireless Communications (ICMNWC)","","","10.1109/ICMNWC66779.2025.11354435","","The rapid development of generative models has led to the rise of deepfakes which are incredibly realistic manipulated media that pose serious dangers to security, privacy, and public trust. This survey specifically demonstrates a detailed assessment of the existing deep fake detection methods that includes neural networks, residual networks, attention methods, transformer algorithms and hybrid methods. Each method is computed based on their strengths, weaknesses, dataset and performance of the benchmark evaluations. Further, the comparative analysis comprises the trade-off between different methods with respect to accuracy, interpretability, computational efficiency and scalability. Thus, the evaluation signifies the existing challenges of generalizability to unseen manipulations and robustness under various conditions such as compression, noise and low-resolution media. Finally, the survey identifies gaps in research, absence of scalable and efficient systems suitable for real-time applications. Then, based on the observed gaps in current approaches and research evidence, the future directions for the deepfake detection systems determines that lightweight hybrid transformer-based approaches that integrate spatial, temporal, and frequency-domain characteristics are required to improve the accuracy, efficiency, and robustness through flexibility for practical deployment in diverse and dynamic deployments.","2025-12","2026-03-17 12:27:21","2026-03-17 12:27:21","","1-7","","","","","","","","","","","","","","","","","","","","","","","","Accuracy; attention mechanisms; deepfake detection; Deepfakes; hybrid frameworks; Media; neural networks; Neural networks; Robustness; Security; Surveys; Taxonomy; transformer models; Transformers; Wireless communication","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C3MM6EPI","conferencePaper","2025","Singh, Kaushal; Sanghani, Parag; Shah, Niraj","Implementation of Machine Learning Techniques for Real-Time Deep Fake Voice Detection","2025 International Conference on Artificial Intelligence and Machine Vision (AIMV)","","","10.1109/AIMV66517.2025.11203497","","Growing numbers of audio material made by computers, also called ""deep fake voices,"" are very dangerous to people's privacy, the security of information, and computers. Aiming to correctly identify fake voice changes, this study demonstrates and analyzes real-time machine learning (ML) methods. Specifically, a special dataset with 15,000 audio clips (50 percent real and 50 percent fake) was created and used for testing. Multiple machine learning models could be fully analyzed using features like Mel Frequency Cepstral Coefficients (MFCC), pitch, and spectral difference that were extracted. Random Forest (91.7%) and Support Vector Machine (SVM) algorithms were beaten by Convolutional Neural Networks (CNN), which got 96.2% accuracy. Based on real-time application tests, CNN recognition delay was an average of 0.45 seconds per 5-second audio section, proving that it is suitable for use in real-world situations. CNN clearly did better than the other models that were tried, as shown by its positive Area Under Curve (AUC) score of 0.97 in a Receiver Operating Characteristic (ROC) analysis. With precision and memory rates of 95.4% and 94.8%, respectively, CNN's better performance and stability are further demonstrated. When compared to high recognition rates, the model had a 3.8% false-positive rate, showing that it needs to be improved. Results show that CNN-based machine learning models can be useful for fighting deep fake audio risks, which could lead to better real-time security solutions. For better precision and fewer false findings, it is suggested that future study combine multi-modal data analysis with advanced signal processing methods.","2025-08","2026-03-17 12:27:21","2026-03-17 12:27:21","","1-6","","","","","","","","","","","","","","","","","","","","","","","","Accuracy; CNN; Convolutional neural networks; Cybersecurity; Deep Fake Voice Detection; Deepfakes; Delays; Feature extraction; Internet of Things; Machine Learning; Mel frequency cepstral coefficient; Random forests; Real-Time Analysis; Real-time systems; Support vector machines","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8A75ZD9Q","conferencePaper","2024","Geethanjali, T M; Darshan, T S; Surya, K; Rahul, H U; Sheety, Ipshika N","Detectify : Image Tampering Detection using Error Level Analysis (ELA) and Convolutional Neural Network (CNN)","2024 International Conference on Signal Processing, Computation, Electronics, Power and Telecommunication (IConSCEPT)","","","10.1109/IConSCEPT61884.2024.10627878","","In the evolving digital landscape, the proliferation of manipulated images poses a significant challenge to the authenticity and integrity of visual content. This project investigates cutting-edge image manipulation detection techniques, employing a combination of Error Level Analysis (ELA) and Convolutional Neural Networks (CNN) for robust prediction. Focusing on the widely-used CASIA V2.0 dataset, the study provides a comprehensive evaluation of image manipulation methods. Error Level Analysis is utilized as a forensic tool to identify alterations in the compression levels of manipulated images. By scrutinizing variations in error levels, the project aims to enhance the detection accuracy of manipulated regions within visual content. The CNN model is meticulously crafted and trained using preprocessed ELA images to acquire nuanced features essential for discerning tampering- induced alterations. The proposed hybrid approach, integrating ELA and CNN, establishes a robust framework for detecting image manipulation that is adaptable and efficient. Through the meticulous examination of the CASIA V2.0 dataset, this project contributes to ongoing efforts in combating digital image manipulation. This study serves as a valuable resource for forensic analysts, researchers, and practitioners working towards ensuring the veracity of digital images, offering a nuanced understanding of image manipulation techniques in the contemporary digital era.","2024-07","2026-03-17 12:27:21","2026-03-17 12:27:21","","1-6","","","","","","","","","","","","","","","","","","","","","","","","CNN and ELA; Deepfakes; Digital images; Focusing; Forensics; Image coding; Image manipulation detection; image tampering detection; Splicing; Visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YV2TR2UI","conferencePaper","2023","Katamneni, Vinaya Sree; Rattani, Ajita","MIS-AVoiDD: Modality Invariant and Specific Representation for Audio-Visual Deepfake Detection","2023 International Conference on Machine Learning and Applications (ICMLA)","","","10.1109/ICMLA58977.2023.00207","","Deepfakes are synthetic media generated using deep generative algorithms and have posed a severe societal and political threat. Apart from facial manipulation and synthetic voice, recently, a novel kind of deepfakes has emerged with either audio or visual modalities manipulated. In this regard, a new generation of multimodal audio-visual deepfake detectors is being investigated to collectively focus on audio and visual data for multimodal manipulation detection. Existing multimodal (audio-visual) deepfake detectors are often based on the fusion of the audio and visual streams from the video. Existing studies suggest that these multimodal detectors often obtain equivalent performances with unimodal audio and visual deepfake detectors. We conjecture that the heterogeneous nature of the audio and visual signals creates distributional modality gaps and poses a sig-nificant challenge to effective fusion and efficient performance. In this paper, we tackle the problem at the representation level to aid the fusion of audio and visual streams for multimodal deepfake detection. Specifically, we propose the joint use of modality (audio and visual) invariant and specific representations. This ensures that the common patterns and patterns specific to each modality representing pristine or fake content are preserved and fused for multimodal deepfake manipulation detection. Our experimental results on FakeAVCeleb and KoDF audio-visual deepfake datasets suggest the enhanced accuracy of our proposed method over SOTA unimodal and multimodal audio-visual deepfake detectors by 17.8% and 18.4%, respectively. Thus, obtaining state-of-the-art performance.","2023-12","2026-03-17 12:27:21","2026-03-17 12:27:21","","1371-1378","","","","","","","","","","","","","","","","","","","","","","","","Audio-visual Deepfake Detection; Deepfakes; Detectors; Feature extraction; Modality Invariant; Modality Specific Features; Representation learning; Streaming media; Streams; Visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YVIYAG7V","conferencePaper","2025","PushpaLakshmi, R.","DAF-Net: A Data-Analytics-Driven Adaptive Framework for Deepfake Detection Using Hybrid Deep Learning Models","2025 IEEE International Conference on Advances in Computing Research On Science Engineering and Technology (ACROSET)","","","10.1109/ACROSET66531.2025.11280662","","The emergence of deepfake technology, which is driven by sophisticated Generative Adversarial Networks (GANs), has presented a significant cybersecurity threat. Cybercrimes including identity theft, social engineering, and disinformation now use deepfakes, which are artificially modified videos, pictures, or sounds. Because these synthetic dangers are constantly changing, traditional detection techniques sometimes fall short. The unique multi-modal system DAF-Net (Data-Analytics-Driven Adaptive Framework for Deepfake Detection), which integrates contextual data analytics and deep learning, is proposed in this research. DAF-Net combines a Transformer encoder for temporal inconsistencies, a Convolutional Neural Network (EfficientNet) for spatial features, and Wav2Vec 2.0 for audio-based manipulation detection. Together, these models provide highly accurate deepfake detection across modalities. One of DAF-Net's unique features is its Data Analytics and Visualisation Module, which assigns a Contextual Risk Score and identifies spreading trends using metadata. Tested on datasets like FaceForensics++, DFDC, and ASVspoof 2021, DAF-Net outperformed current techniques with an accuracy of 93.6% for video and 91.2% for audio deepfakes. 87% of high-impact threats have their priorities accurately determined by risk scoring. DAF-Net provides a scalable, intelligent defence solution for practical cybersecurity applications by fusing data analytics and adaptive deep learning.","2025-09","2026-03-17 12:27:21","2026-03-17 12:27:21","","1-7","","","","","","","","","","","","","","","","","","","","","","","","Accuracy; Adaptation models; adaptive deep learning; Adaptive systems; Computational modeling; cybersecurity; Data analysis; data analytics; Deep learning; deepfake detection; Deepfakes; Feature extraction; Load modeling; risk scoring; transformer networks; Transformers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YFA42VAY","conferencePaper","2025","Nimje, Sarthak; Taneja, Rushab; Baviskar, Om; Patil, Rachana Yogesh","Trends and Insights in Deepfake Detection and Generation Research","2025 IEEE 4th World Conference on Applied Intelligence and Computing (AIC)","","","10.1109/AIC66080.2025.11212139","","The multifaceted challenges in the advancement of deepfake detection and generation technologies include legal, ethical, and technical issues, as well as insufficient infrastructure and inadequate regulatory policies worldwide. To provide an unbiased perspective on the research scenario of deepfake detection and generation, a quantitative evaluation of the research papers in this field published between 2010 and 2024 has been performed. The top five countries of research contribution include USA, China, UK, India, and Germany with remarkable progresses in CNN, GANs and transfer learning methods. Unluckily, a number of these countries have been observed to have a high research output but little interconnectivity between them. The future work in this paper discusses the research directions in deepfake detection which include the combination of the AI-based models, ethical approach to AI governance, and enhancing the real-time deepfake detection in multimedia.","2025-07","2026-03-17 12:27:21","2026-03-17 12:27:21","","1021-1027","","","","","","","","","","","","","","","","","","","","","","","","Bibliometric Analysis; Bibliometrics; CNN; Deepfake detection; Deepfakes; Ethics; GAN; Generation; Guidelines; Market research; Media; Production; Real-time systems; Research and development; Transfer learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2Z4KQWEC","conferencePaper","2025","Thalor, Meenakshi; Rangila, Mohammed Munawwar; Pawar, Mehul; Parihar, Priyamvada; Kharat, Yash","Deepfake Video Detection Using Deep Learning","2025 2nd International Conference on Integration of Computational Intelligent System (ICICIS)","","","10.1109/ICICIS65613.2025.11371218","","The rapid development of deep learning techniques has facilitated the creation of hyper realistic videos, but has also created significant challenges in their discovery. These videos generated by AI often lack visual clues that they have been manipulated, making them difficult to detect by traditional methods. This study introduces deep learning techniques that use convolutional neural network (CNN) to capture features from a frame and recurrent neural network (RNN) to identify consistent nonlinearities from body to body across frames. Our method can extract subtle differences by working on consecutive lines by combining spatial and temporal features, thereby enhancing the detection ability. This method improves the accuracy and robustness of identifying fake video content, leading to ongoing discussions about real content in the age of artificial intelligence technology.","2025-09","2026-03-17 12:27:21","2026-03-17 12:27:21","","1-5","","","","","","","","","","","","","","","","","","","","","","","","Accuracy; CNN; Convolutional neural networks; Deep learning; Deep Learning; Deepfake; Deepfakes; Feature extraction; Gen-AI; LSTM; Recurrent neural networks; ResNeXt50; RNN; Robustness; Testing; Training; Visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F9FWIPZX","conferencePaper","2025","Sharma, Vishal Kumar; Rawat, Seema","Enhancing Deepfake Detection Through Dynamics of Facial Expressions","2025 6th International Conference on Intelligent Communication Technologies and Virtual Mobile Networks (ICICV)","","","10.1109/ICICV64824.2025.11085942","","The rapid evolution of deepfake technology poses significant threats to digital security, media integrity, and public trust, necessitating the development of robust detection frame-works. Traditional deepfake detection methods primarily rely on pixel inconsistencies, frequency-domain analysis, or handcrafted features, but these approaches are increasingly vulnerable to advanced generative models that produce high-fidelity manipulations. In this study, we introduce MADDM, a Masked Autoencoder-based deepfake detection model that leverages facial expression dynamics to identify inconsistencies in muscle coordination—an aspect that remains challenging for deepfake generators to replicate accurately. Our model is trained in a self-supervised manner, first learning natural facial expressions from real datasets and then detecting anomalies in synthetic videos by reconstructing masked facial regions. Evaluations on Celeb-DF, DFDC, and FaceForensics++ datasets demonstrate that MADDM significantly outperforms existing detection methods, achieving an average accuracy of 81.1%, with state-of-the-art performance on Celeb-DF (86.3%). Further analysis through intra-dataset and cross-dataset testing confirms the model’s superior generalization capabilities. The results highlight the potential of expression-based deepfake detection as a powerful and scalable solution for digital forensics and misinformation control. Future research should explore real-time implementation, transformer-based optimizations, and adversarial training strategies to enhance detection efficiency against evolving deepfake techniques.","2025-06","2026-03-17 12:27:21","2026-03-17 12:27:21","","70-79","","","","","","","","","","","","","","","","","","","","","","","","Autoencoders; convolutional neural network; deepfake detection; Deepfakes; facial expressions analysis; Facial muscles; Feature extraction; Frequency-domain analysis; Generators; masked auto encoders; Optimization; Security; spatio temporal; Training; Transformers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L4XNU7DP","conferencePaper","2022","Doshi, Abhishek; Venkatadri, Abhinav; Kulkarni, Sayali; Athavale, Vedant; Jagarlapudi, Akhila; Suratkar, Shraddha; Kazi, Faruk","Realtime Deepfake Detection using Video Vision Transformer","2022 IEEE Bombay Section Signature Conference (IBSSC)","","","10.1109/IBSSC56953.2022.10037344","","Practically, Deepfake technology has given people access to generate fake videos that look like real content using neural networks, and can further create misconceptions and deceit about the innocuous elements of society. This technology can prove fatal not only to national security but on an international level. Existing methodologies that apply deep learning to automatically extract salient and discriminative features to detect Deepfakes based on typical CNN-LSTM models tend to have their shortcomings. Having said that, we propose a system that extracts Spatio-Temporal features and achieves Real-Time Deepfake detection using Transformers. For the end user, a web application was developed, which with utmost simplicity allows the uploading of a video that will be further authenticated within the application and, at the same time, features the authentication of live meetings.","2022-12","2026-03-17 12:27:21","2026-03-17 12:27:21","","1-6","","","","","","","","","","","","","","","","","","","","","","","","Authentication; Computational modeling; Deep learning; Deep Learning; Deepfakes; Image Processing; Neural networks; Predictive models; Transformers; Video Vision Transformer; Vision Transformer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AUCHM5HD","conferencePaper","2024","Murugan, Muthu Aravind; Mathu, T.; Priya, S Jeba","Detecting Deepfake Videos using Face Recognition and Neural Networks","2024 International Conference on Cognitive Robotics and Intelligent Systems (ICC - ROBINS)","","","10.1109/ICC-ROBINS60238.2024.10534025","","Deepfake videos created using advanced artificial intelligence techniques, pose a significant threat to digital media credibility. This project introduces a holistic strategy for identifying these videos, incorporating face recognition, feature extraction, and an innovative deep-learning model. The methodology involves pre-processing video data, extracting facial features using the face recognition library, and training a neural network model on processed face-only videos. The project filters videos based on frame count, extracts face, and creates a curated dataset for the detection model. Face-only videos are loaded and pre-processed to train a custom neural network model, which combines a pre-trained ResNext CNN with an LSTM layer for temporal feature extraction. The model is trained using Adam optimization with a cross-entropy loss function, and after completion, it has an accuracy of 95% and is capable of differentiate between fake and real videos using a confidence score.","2024-04","2026-03-17 12:27:21","2026-03-17 12:27:21","","289-293","","","","","","","","","","","","","","","","","","","","","","","","celeb-df; Deepfake video detection; Deepfakes; Face recognition; face-recognition; Feature extraction; LSTM; Media; Real-time systems; Recurrent neural networks; ResneXt; Training","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2LHRB5WQ","conferencePaper","2025","Jalleli, Oussama; Zhu, Yi; Falk, Tiago H.","Audio-Visual Cross-Attention for Improved Deepfake Video Detection and Forgery Localization","2025 IEEE International Conference on Systems, Man, and Cybernetics (SMC)","","","10.1109/SMC58881.2025.11342953","","With the emergence of multi-modal generative models, synthesized videos are becoming increasingly realistic, making the detection of deepfakes extremely challenging. While several video deepfake detection models have shown promising performance, their focus has been primarily on the visual modality. To overcome this limitation, we propose a dualstream framework that fuses visual and auditory information via cross-attention computed between embeddings extracted from pre-trained video and audio encoders. Additionally, we design a weakly-supervised forgery localization head that infers frame-level forgery scores from coarse segment-level labels, minimizing the need for fine-grained annotations and allowing for forgery location characterization. In this paper, we describe our preliminary results showing the proposed model outperforming state-of-the-art detectors on both frame-level localization and sequence-level deepfake detection tasks. Ongoing work focuses on investigating the complementarity between the visual and auditory modalities to improve model robustness and explainability.","2025-10","2026-03-17 12:27:21","2026-03-17 12:27:21","","75-79","","","","","","","","","","","","","","","","","","","","","","","","audio-visual; Computational modeling; crossmodal attention; Deepfake detection; Deepfakes; forgery; Forgery; Fuses; generative AI; Generative AI; Graphics processing units; Location awareness; Robustness; Visualization; Weak supervision","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M6MNSQSQ","conferencePaper","2025","P, Abinash.; Krishnamoorthy, N.; Vinothkumar, V.","Interpretable Deepfake Detection: Enhancing Real vs. Fake Face Classification with Explainable AI and Transfer Learning","2025 International Conference on Intelligent Innovations in Engineering and Technology (ICIIET)","","","10.1109/ICIIET65921.2025.11378756","","Deepfake detection is a vital challenge in the age of cognitive computing because of its security, misinformation, and identity fraud implications. Article presents an interpretable deepfake detection model built on the DenseNet121 architecture to categorize real and fake faces. The model is trained on a 140,000 images dataset with data augmentation and transfer learning method. Optimized training methods-e.g., early stopping, adaptive learning rate planning, and checkpointing-guarantee effective convergence and overfitting prevention. For added transparency, several Explainable AI (XAI) methods, namely Integrated Gradients, Grad-CAM, Occlusion Sensitivity, Vanilla Gradients, and LIME, are combined to visualize and explain model decisions. These explainability tools demonstrate the network's attention to semantically useful facial areas, building model trustworthiness and diagnostic understanding. Experimental outcomes reveal a 98% classification accuracy, which surpasses baseline models and verifies the reliability of the proposed approach. This article contributes to the development of explainable, high-accuracy AI systems for deepfake detection, which supports the significance of interpretability in security-critical applications","2025-12","2026-03-17 12:27:21","2026-03-17 12:27:21","","1-8","","","","","","","","","","","","","","","","","","","","","","","","Adaptation models; Computational modeling; Deepfake Detection; Deepfakes; DenseNet121; Explainable AI; Explainable AI (XAI); Faces; Grad-CAM; Image Classification; Integrated Gradients; Neural Networks; Occlusion Sensitivity; Security; Sensitivity; Technological innovation; Training; Transfer learning; Transfer Learning; Trustworthy AI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VMWFMAA5","conferencePaper","2025","Sharma, Soumya; Gupta, Keshav","DeepShield: AI-Powered Deepfake Detection","2025 5th International Conference on Intelligent Technologies (CONIT)","","","10.1109/CONIT65521.2025.11167853","","The growing pervasiveness of deepfake technology is enormous in its threats to digital integrity, cybersecurity, and the diffusion of misinformation. Public opinion can be manipulated by deepfake media, identity authentication can be challenged, and digital trust can be harmed. To curb such threats, we introduce DeepShield, a new AI-powered deepfake detection system that combines spatial and temporal analysis for strong forgery detection. Our approach integrates a ResNeXt-based Convolutional Neural Network (CNN) for extracting spatial features and a Long Short-Term Memory (LSTM) network for detecting temporal abnormalities between video frames. DeepShield is trained on benchmark datasets such as FaceForensics++ and DFDC and reaches an accuracy of \mathbf8 1. 9 7 % with \mathbf8 3. 4 % recall and \mathbf8 0. 4 % F1-score, all while having good generalization. Though not surpassing state-of-the-art models in bare accuracy, DeepShield prioritizes scalability, robustness against unseen manipulations, and deployability. We also provide future directions such as transformer-based architecture and multimodal detection, thus positioning DeepShield as a step towards robust real-time video authentication in digital forensics and cybersecurity.","2025-06","2026-03-17 12:27:21","2026-03-17 12:27:21","","1-7","","","","","","","","","","","","","","","","","","","","","","","","Accuracy; Authentication; Computational modeling; Computer architecture; Convolutional neural networks; Convolutional Neural Networks (CNN); Deepfake detection; Deepfakes; Feature extraction; Long short term memory; Long Short-Term Memory (LSTM); ResNeXt; Robustness; Transformers; Video Authentication","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
